id,text,﻿id,label
208,"[T] A Menina ezagerada
Eu chegei no quarto e não tinha mais pintura e
eu tomei um susto porque a parede não tá pintada
e as roupas está no chão meu deus sera que e um
Bicho Meu deus to com muito medo
MAE acho que tem um Bicho aqui ta com muito
medo mamãe porque eu pintei a parede do e
eu fui ali rapido e quando chegei não tava mais
mãe quero dorni com você ta bom Sim filha
pode dormi com migo",8943,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
209,"[T] Quarto de maria
Maria saio com sua mãe e esqueceo
a janela aberta e dai o gato do vi
zinha entrou e bagunsou tudo e tinhas
is goteras perto da parede e tirou os
desenhos da parede e ela acabou 
que ela via pegadas de gato e elas
tavam sugasis de farinha de trigo
e ela vio as goberasis e ela pedio ao
pai dela aroma o telhado e maria pegou
as titasis e pinto [?] de [?] e 
maria ficou feliz e pedio ao pai
pintar com ele e a mãe tanbém ela ficou
muito feliz.",8944,Competência 1 - nível 2#Competência 2 - nível 1#Competência 3 - nível 2#Competência 4 - nível 2
210,"era uma vez um lobo que foi traido pel sua familia ele estava 
sozinho e com fome e ainda mais em uma floresta muito assobrado
dirrepente ele oovi um barulho nas arvore então ele foi la e não 
tinha nada la e ele fica arrepiado derrepente ele sente alquem
passando nas costas dele fica de [x] ele corre de medo
aioquando ele corria ele viu um vutu [?] nas arvore
ele era preto e tinha chifre ai ele acha uma caverna ele sente 
um barulho la dentro ai ele [?] la bem de vagazinho 
ai ele percebe que é um murcego ai ele disse uffAHAHAH
AH!!! Ele escuta umazuada atras dele ele ve um monstro
atras dele flutuando com chifre todo preto com olhos vermelho
aí ele escuta varios zuada de lobo vindo correndo ai o monstro
e a ataoka ele ai a familia dele defende ele ai eles sejuntaros
para acabar com o monstro [?] montro acerta um pedaço
de madeira na perna da mãe ai o pai [?] a madeira no pontro fraco 
do mostro AAAAAAA!!! ai o monstro morre. fim",8946,Competência 3 - nível 2
211,"[T] O misterio da tinta azul.
[P] Certa manhã a cordei e Pecebi varios ê varios tintas Que 
iãon Pro licho intão resolvi ficar com elas Para fazer uma obra
de arte quando sai Pra Pegar augus Piseis Quando voetel não 
tinha mais nada encima da mesa so tinha Pengos da tinta az
ul, então, juntei todo [?] sala Para fazer Perguntas, Porque
todomundo era suspeitos Minha Mãe Queria jogar as tintas
fora Para Quarda suas novas roupas; ja meu Pai Queria os Potes
Para [X] sementes; i Minha avó Quer astintas Para
Pinta O vaso de agirla; Perguntei a todos Quem Pego as tintas
todo mudo dise Que não Pegou; mais eu não a creditei quando 
eu fui fazer uma pergunta de repente as lusis apagarão Quando
elas seasendeiro o chal tava[X] com Pengos de tita meu gato a Pa-
receu foi Pra baicho da Meosa la estava tintas taimbacho da Mesa
acabol o Mesterio da tinta azul...",8954,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 3#Competência 4 - nível 2
212,"[T][X]
eu fiz un paseio Na floresta e vir una arvares cheios
de pasaros gue Nunca tinha vista e un caelho vi tanbn
un, macaca, vi tanbn un coelho vi tanben un macaco ben Banito
e fuila para perto da arvare e sentar No galha e figuei olha
Ndo a Natureza bn Banita e figuei inpresionada Na Natu
reza cheia de arvores de animais [?], cavalo, vaca, cacharo,
gata, caelho e etc, mais Não tenho medo de Nenhum e Nessa
flaresta era cheia de aninais eu gosto de tados as aninais
mais menos, cavalo, un bixo bruto e muito malvado
e uns bonzinhos fala tanbn vou falar do dias gue
eu fui passear No sitio fai muita bon eu vi muitos
aninais diferente tipo macaca, elefante, Sapo, Ran, papagaio
tados tipo de pasaros inpopolano, Girafa, e etc e derrepente
O papagaio gue abriu o lico direpente auvi algu inpresiona
-n te ela abriu o bico ben grande direpente auvi algu
ipresianante ela viu un lico e interonpen Nassa canversa
e fica con o bico aberto e fica muita muito e enteronpen
Nassa canvesa",8956,Competência 1 - nível 2#Competência 2 - nível 1#Competência 3 - nível 2#Competência 4 - nível 2
213,"[T] A menina nova
Era uma vez uma escola muito legal e divertida, mais uma aluna nova chegou na escola,
mais niguém falava com ela ou muito menos brincava... ela era muito sozinha mais mal sa-
bia que ia ganhar uma melhor amiga. Ela Também era uma nova aluna ela começou
a falar com ela e brincar até que um dia ela liguou para sua amiga falando o seguinte
""aló amiga enfeslizmente não posso ir a escola, beijos"". E se passou 3 anos e ainda elas
era amigas, Elas completaram 20 anos e tinha  um filho, ela envelheceram e ainda eram
amigas, elas tiveram netinhos e etc,,, depois de 6 anos os netinhos crecseram. E se passaram 30 anos, e eles crecseram tiveram filhos lindos. e assim formou a familia. maes chegou
um dia gue elas se foram, as pessoas choraram muito e muito... e assim fois. a filha dela
também se foram, os filhos, ""parabens"" os familiares falou pois elas eram guerreiras e
felizes e graciosas, e mais familiares se foram e foi assim por diante... as pessoas das
escotas foram no velorios dos familiares tiveram homenagens aos familiares, depois de
5 anos eles foram ao cemiterio e logo após eles foram fazer mais homenagens eles passaram
horas lá e depois de 4 horas eles foram embora.",8964,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 3
214,"[X] [T] Minhas tintas coloridas
[P] um dia tive uma bela ideia então pedir para minha mãe
comprar varios potes de tinta é ela esse deu 50 reais [X] eu fui no
mercado comprar meus potes de tinta e aproveitei e comprei
um pincel as cores que eu comprei foi amarelo azul
vermelho , verde , amarelo , preto , rosa quando cheguei em 
casa fui pro meu quarto e comecei a pençar no que eu i a
dezenhar na parede do meu quarto eu dezenhei um jacare um 
carro uma estrela um cachorro uma flor um carro com som
um cavalo e de pois eu chamei minha mãe e meu pai e meu 
irmão e mostrei a eles e eles gostaram dos meus dezenhos
todos que eu fiz então eu peguei as tintas e minha mãe
me deu uma ideia de dezenhar uma abelha um abacaxi grandão 
e um gatinho fofinho o meu irmão pediu para eu
fazer o nome dele do meu pai da minha mãe o meu nome
tambem e dezenhei mais ou [?] coisas uma 
austronauta um aviao um onibús uma ferari",8966,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
215,"[T] O quarto das artes 
Uma bela tarde , encontrei muitas tíntas e quis 
pinta uns animais ela pintou cobra e um elefante 
e foi bêbe água e quando voltei não tinha 
pinturas nem uma mais tinha muito roupa 
[X] adriana viu Sandra fazendo tudo isso
e [?] as duas brigaram depois Sandra pediu 
desculpas para Adriana por toda a bagunça e Adriana 
desculpou e Sandra falou para Adriana vamos 
pinta e Adriana aceitou elas fizeram dois quadros 
elas ia faze o terceiro quadro elas foram bêbe 
água [?] Fernanda veio e disse posso tambem 
e as duas disse sim e elas fisseram muitos 
dessenhos e quadros e ficaram felizes e as três 
ficaram muito boas e ficaram felizes dessa maneira 
todas ficaram felizes",8967,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 3
216,"[T] [X] menina e o quarto colorido
[P] Certo dia uma menina chamada beatriz que morava
com seus Pais e Seu [X] acordou assustada
com alguns barulhos no armário que Ficava
no seu quarto muito assustada se alevantou da 
sua cama e disse, Vou engulhir esse medo
e Ver que barulho e esse no meu armário em
Seguida ela abriu o seu armário dela e Viu dois
ratos quando eles Viram [X] tomaram [X] Susto e 
correram, quando ela ia Fechando o armário
ela [X] alguns Potes de Tinta e curiosa ela Pegou
esses Potes e começou a [X] [X] Desenhar Animais
nas Parede quando terminou de desenhar Foi
Pegar na [X] um Pote de água Para colocar 
o Pincél dentro Do Pote quando Voltou no quarto
as Paredes já não estavam mais Pintadas
e as roupas estavão jogada no chão e ela
achou estranho e Viu Sua mãe com um Pano
Todo Pintado e sua mãe Disse, minha Filha
seu quarto não Pode Ficar assim disse sua 
mãe A menina perguntou mãe Porque minhas
roupas estão no chão Sua mãe Falou Porque 
EU esqueçi o Pano na Sua Gaveta de roupa la
no Fundo e Sua mãe Disse [X] Filha [X]
quarto não Pode Ficar Assim. Desta maneira
A Filha aceitou as Descupas da mãe e Tudo
Voltou como era antes [X]",8972,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
217,"[T] Bem Vindo Arte
Era uma vés uma menina que resovel . .
Pinta uma casa e ela resovel pinta ...
em tábem ela comesol a pintar...
toda a casa e ela resovel pinta..
u quarto de rosa e ficol lido;
a tinta a cabor toda tinta rosa...
e ela foi com pra mais tinta .
e ela foi faze uma mis tura de tinta...
ficol um verde Agua e e ela ano muito. 
e ela resovel mais cores...
pensa em cada mis tura de tinta bonita .
e de pois foi a veis da cuzinHa
e a cal foidi amarelo
e logo foi a veis ducarredor...
foi de atermelho e aseva ficol lido.
[?] preto..
[?] 
fim",8974,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
218,"[T] As cores do nundo colorido,
A menina Encontrou umas tintas em cima do armário
ela resolveu pinta uns animais do quarto dela. 
Depois de algum tempo a menina voltou pra casa dela
e viu que no quarto dela tava todo bagunçados
e ela pensou que algum ladrão entrou [x] casa dela
Depois de algum tempo ela tentou arruma o quato
dela. E ela Pintou novamente para deixa ele bonito.
Depois de um tempo o quarto ficou muito lindo.
Todo Pintado e bem bonito e muito chamativo
Todo os dias ela entrava no quarto dela.
Para dizer [x] estava muito lindo e ela
adorava brinca no seu quarto todo bem arruma
do. E gostava muito de Pinta ele",8977,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 3
219,"[T] A Parede magica
[P] certo dia uma menina chamada Isabela
achou alguns Potes de tinta guache e teve uma
genial ideia de Pintar as Paredes do seu quarto
[P] [S] Então começou a Pintar o seu quarto passou
6 horas Para conseguir desenhar e logo foi dormir
, logo ela acorda e vai Para a sua escola chamada
[P] [S] Escola Municipal: José Alves de oliveira
no interior de São Paulo ela desenhou no Quarto ~
dela um cavalo e um Sato muito grande e valente
e ela foi a escola e disse ao seus amigos que 
tinha desenhado alguns animais e logo bate
a campa Para o recreio e ela diz a toda as
turmas ela merenda e volta Para Sala  faz sua
Prova e logo volta Para sua casa chega em seu
quarto ela vê a destruição e ela fica desconfia
da e logo lembra que na casa dela tem camera de
Segurança e logo vai revisar e o ineseperado
ela vê ela vê que os animais que ela desenhou
se tornou realidade e eles tiveram uma
grande briga esse foi o motivo da destrui_
ção",8981,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 3#Competência 4 - nível 3
220,"[T]eu e o toto
Eu tava [S] sentado e meu toto viu um rato*
coreu atrair do rato eu fuir uma ratalho*
cam [X] eo rato viu fui para casa comer
[?][?] vou dorme o dia a manhece que ver se [X] rato.
dunada a arvore remeceu meceu... o rato correu [X] correu
eo [X] correu [X] do rato
+o cachorro falo eu votepega
+o rato falo era que [X] [X]
+os dois corero tamto que o rato eo cachorro viu seu dono
atrair [X] com um pau na mão o rato a co queira bate no toto
orato [?] eu [X] o [X] bateno rato mar o rato correu e comeco
o rato como [X] 100 esquilo eo cachoro cama 10000 beco peregoso
aluta [X] os calamelo ficava encima dar [X] [X]
lar [X] fecava cam [X] eo toto fiquo preso para não more
lar pertolo
Dega mais um para o teme do toto o [X] peregoso a onçã pentada
camero a onça saiu matando os rato tudo
ateme do toto v
etoto mundo do teme da rata predeu e o teme do  todo
venceu e Fim",8982,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 2
221,"[T] A Praca da arvore
[P] Umas ves eu fui em uma praça com a minh-
a mãe e eu levei meu cachorro totó correu atra-
s de um esquilo la na praça tinham arvores, folhas, esquilos, bancos,
A minha mãe mandou eu pear a boussa dela depois
[P] disso eu subi em uma arvore minha mãe falou
para eu desse para nois i, comer ela preparou um deli
cioso sanbuixe e o totó tava comendo ração tinha
uma grande arvore na prassa e tinha um galho
podre eu perguntei a minha mãe porque aquele
galo esta podre ? , ela respondeu porque esa arvore
e muito antiga e dai e fui andar de bicicleta so que
a corente caiu! e eu ,pedi ajuda para minha mãe e
ela arrumou para mim e eu fiquei passiando e eu vi
folhas, carros, motos, passarihos e pegar uma for-
para minha mae e o toto [?] junto e ele pegou uma
[?] que caiu da arvore e dai eu voutei
[P] A andar de bicicleta so que um tronco de arvo-
re quase caiu na minha cabeça e eu cai de bicicle-
ta e depois eu fui pa casa e dormi",8983,Competência 1 - nível 2#Competência 2 - nível 1#Competência 3 - nível 2#Competência 4 - nível 3
222,"[P]a achei algumais tintas e resolvi pimlar as pared do
quarto Eu pintei algums animais na parede e minha mãi
gosto da minha pintura.
no outro dia chamei minha amiga
para fazer mais pinturas no quarto
Fizemos uma grande bagunca, ficou
roupas e tintas es palhado por tado o
quanto.
Quando mamãe viu aquela
bagunca ficou uma fera e fez
a gen te linpar tudo.",8985,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
223,"[T] A Parede
eu entrei no meu quarto no meu [x] encima dele tinha Porte de tinta então as paguei e resolvi
desenhar alguns animais na Parede quando terminei minha mãe me chamou Para Almoçar então
Fui comer quando terminei de Almoçar Fui Pro meu quarto quando cheguei lá, não tinha nenhuma
[x] Pintura e minhas roupas espalhadas no chão então resolvi arrumar as Roupas
na Gaveta quando terminei estava de noite então Fui Jantar quando termineide Jantar
Fui dormir passei a noite inteira dormindo Acordei era 11:30 Falei eita minha mãe Vai 
Brigar comigo então Fui na sala da minha casa Para Ver
se minha mãe estava lá e Ela não estava lá então Fui escovar meus dentes
Terminei de escovar ai então Fui comer Ja que minha mãe estava no trabalho
quando terminei de comer Fui tomar banho ai terminei o banho e Fui me trocar
minha Parede estava toda Pintada oque sera que aconteceu?...",8986,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2#Competência 4 - nível 3
224,"[T] Tintas coloridas
[P] Eu estava no meu quarto quando encontrei várias tíntas
coloridas decidir pinta as paredes do meu quarto maís nao dava
para eu pinta so ai decidir chama o vinícíus para mim ajudar
quando ele chegou eu estava preparando as tintas para pinta as [X].
paredes ai do nada as tintas coloridas dezapareceram decidimos
[X] procurar mais não achamos sem as tintas não haverá mais
pintura resovemos fazer uma merenda depois da merenda nos voltamos-
a procura as tintas coloridas de novo [X] e proucuramos
e ate que nos achamos nos decidimos pinta umas [x] que eram sem 
detales e nos pintamos e pintamos depois chamamos a Gabi o wallace
a Sara a Débora a Heloisa o Antônio o Junior o Wanderson e o 
Gustavo o pedro a Ávila o Lucas daniel e a quemile era muita gente
mais muita tinta tá bem fizemos varias coisas com as tintas colorida
pintamos as roupa sem detales pintamos tá bem as paredes do meu [X]
quarto fizemos muitas coisas com as tintas coloridas depois da
bagunça que nos fizemos nos arrumamos a casa depois disso
cada um foi para [?] casas e fim [S] calma ainda não aveu  fim não
depois que quasse tatos foram para suas casa Vinicius Gabi Sara e [X]
Wallace ficaram ate umas horas nos brincamos muito ainda fizemos
muitas coisas nos fizemos varias pinturas com as tintas coloridas
agora sim fiim não era para ave um fim né",8987,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 2#Competência 4 - nível 3
228,"Boa tarde [?] 
[T] LATA DE TINTA",8996,
