id,text,﻿id,label
267,"[T] Citio do vovo chico 
Um dia eu fui pasar pelo citio do meu avo ele me mos
trou as goiabas elas estavão maduras então eu subi
Quando ia desendo vim um tucano do nada em sima
da goiabeira eu desen e tirei uma foto tava muito legei
bom na
Hora do aumo a gente comel galinha gisada com feijão 
e arros eu fui pasar uma semana la no dia seguinte eu fui
ver
O gado junto com meu avo ele tiro leite da vaca eu
tambem tirei e muito legal a gente vio vaquejada no cam
po
[x]os vaqueiro era muito legau tinha ate campo de fute
bol no setimo dia eu fuim embora mas aprenden muitas 
coisas novas
No {x} como tudo e diferente",9082,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 5#Competência 4 - nível 3
268,"[T] Como eu vou pra escola?
[P] Como eu vou pra escola. Eu acordo 5:45
da manhã todos os dias, depois vou toma
banho pra me aruma depois vou toma café.
[P] Ai eu saio pra pegar o onibu, ê 6:35
o onibos chega, eu e os meus primos subimos 
no onibos e mais 4 criança, nois entramo no
km6 paramos depois no km5 ai vamos pegam-
do criança ate na federa.
- ai o motorista fala ta todo mundo
com sinto?
- sim motorista, nos respodemos
ai vomos lá na outra escola deixa ais cri-
ança quando deixamos eles lá a gente vai pra
nossa escola, fecomos e pouquinho lá fora
e quando bate a canpainha nois vamos
pra sala e comessamos a estuda 4 horas
de aula ae depois de augumas horas pate a
canpa do retreio os alunos do presinho do
primeiro ano e do segundo ano, sae pra merenda
sam 15 minutos de retreio depois que e o
teçeiro ano, o quarto ano eo quinto ano.
[P] Ae os 15 minutos se passa e nois vou
tamo pra sala ai as hora ser passa e o
professo de fisica chega pra pega nos pra
educação fisica, ai o professo leva nos
pra caadra pra nos e brinca de queimado
11:30 o onibus chega e e os alunos entram
nele ecluindo eu, vomos na outra escola.
[P] Pegamos os outros alunos fazemos o mesmo
pecuco, e em fem chegamos en casa: FIM",9084,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 4
269,"Maynara Bezerra Pereira Trindade

[T] A menina
Potes com de Palavara da com lavar par telte Bas Desculre com tete pates com
mágicas de torde descutle noite com relte Palavra da par mafíca [?] lcabsça
torde par mágicas Deleser com Licolnça Du [X] lícolça [?] tete
Por licolnça tarda dia Boa mśgira palavra de lcolnça tarde lcal
Potes patavor de lavar por Bao torde licalnço paste tetee Delese to
palavar potes licalnça taredmágica tarde com Desculpe favar decom ca..
tru de com por tareda bril com Noite com felte con magera
potes da por tarde licalnça Desculpe mágira licolnca tard
por favor de [X] com felte magira Licolmco relte mágira com 
Dala vor Roles Licaneo mafira Deleser Lcalnça paste delerer tarde.",9085,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
270,"[T] O ónibus da escola.
[P] Era uma vez, um onibus que ia levar os alunos
para casa, quando derrepende o onibus para porque
tinha um galho no meio do caminho quase caindo.
[P] Os alunos desceram correndo para ver o que esta-
va acontecendo, quando viram ficaram assustados.
[P] O motorista como não tinha trago o seu celular
ficaram lá, a noite chegou e eles foram dormir pa-
ra que amanhã de manhã ajuntacem o galho
[P] Quando amanheceu o galho caiu e eles foram ver
se conseguião tirar, faziam forçã mais nada do ga-
lho se mecher.
[P] Depois de um tempinho apareceram dois homens 
que disseram:
[P] - O que vocês estam fazendo aqui ?
[P] E eles responderam:
[P] - O galho caiu e não conseguimos tirar !
[P] Os homens tentaram, tentaram atéque conse-
guiram e o ónibus voltou para o caminho.
[P] Depois de um longo tempo avistaram uma
grande cobra no meio do caminho.
[P] Eles esperavam, esperavam e nada da cobra ir, pa-
sou um bom tempo até que um caçador chegou e ma-
tou a cobra.
[P] Depois de muitas horas eles viram uma enorme
árvore e desidiram fazer um piquinique .
[P] Depois que comera voltaram para a estrada,
andaram, andaram até que chegaram em casa.
[P] O motorista deixou todos os alunos em suas casas
e o motorista chegou finalmente em sua casa e foi",9087,Competência 1 - nível 4#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 4
271,"[T] O mistério do quarto de Bruna.
Em uma [X].uma menina chamada Bruna
estava em seu quarto dormindo, e derrepente 
acoda assustada com um barulho dentro de seu 
quarto. E Bruna olhou para o meio de seu 
quarto  e viu um animal bagunçando  sua 
gaveta de roupas, e desfazendo sua pintura que 
aunda estava [X]. Então, Bruna se levantou 
e foi ver se sua pintura estava muito estragada,
pois se não tivesse, refazia os pedaços da pintura.
Mais quando Bruna  foi ver, não tinha mais
nenhuma obra de arte, que esta menina tinha feito
na parede de seu quarto.
A menina não chegou a ver muito o animal.
Então, a menina procurou  pelo seu quarto o animal 
que fez esta bagunça, e Bruna não conseguiu
achar o animal.
Esta trajédia toda, fez Bruna ficar meio abalada,
[X] porque Bruna ficou horas e horas tentando
fazer com que o desenho ficasse do jeito em que 
planejava. Ela conseguu fazer, mais infelismente
lhe aconteceu isso.",9088,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 5
272,"[T] A menina pintora
Eu encontrei auguns potes de tinta tinha varias cores eu achei
muito bom ai eu resolvi pintar as parede em formato de
animais eu achei muito bonito quando eu fui pra escola que
chegei não havia né um desenho eu fui procura a saber quem
foi tinha sido minha mãe eu não fiquei com raiva ai eu
disse minha mãe que eu ia pinta denovo ai ela disse
tá certo ai eu fui lá pinta denovo ficou bonito tabém
ai eu fui para escola denovo quando eu cheguei fui direto
pro quarto quando eu chegei es tava tudo lá eu me
senti muito bem ai eu deside desenha mais e mais até
fica tudo coberto de desenho",9091,Competência 1 - nível 4#Competência 2 - nível 3#Competência 3 - nível 4#Competência 4 - nível 3
273,"[T] Onibus dos jogadores
[P} Meu pai estava indo jogar bola
nocampo no barro
cai que e camo era era longe resolveu pegar 
um ônibus no meu bairro não eu meu
omigos famos pigar na posto de piscale
zação então dei fé que estava faltando
um za gueiro desci do onibus
e fui atrar dele que estava  aca
bando de sair  com a chuteira 
fiquei muito feliz de ver que
ia entrar todos no campo ,
dos joga dores , que ia tocer 
e ai fiquei mais animado , nosso campeonato
e o mais esperado modo no nosso bair
ro fomos campeão foi um dia de muita ani
mação",9092,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 3
274,"[T] A tinta
[P] Ontem à noite eu e minha irmã encontramos
em cima do armário alguns potes com tinta. Entao
resolvi pintar na parede do meu quarto e eu peguei
um pote de tinta e comesei a fae augus animais
e depois saimos para a casa. Da vovõ e deicha-
mos o meu irmão com a mãe e fomos, depois fouto-
mos para casa e coanto olhamos la no meu quarto
tava uma bagunça as minhas roubas estavam bagun-
çada jocadas no chão e o pio meu descrho na parede
não tais la, e so depois eu pesebi que meu irmão con-
tou que ele perdeu o sapo dele e ele achou no meu gua-
taroupa i ele não costou do meu desenho e tirou
e depois eu discupei ele e fis de novo e fim.",9093,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 4
275,"[T] O sumiço das cores na parede e as roupas
Eu Quando voltei notei algo estranho o que [X]
as roupas estão no chão E a Parede Perdeu as cores
que eu tinha pintado agora terei que repintar mesmo
que eu esteja com fome quero deixar meu quarto
lindo mas alguem tirou as cores terei alem de repintar
arrumar o quarto se minha mãe ver o quarto
assim acho que ela não vai gostar ehoje de manha[X]
vi ela arrumando ele tenho que ser rapida minha
mãe que eu não vai gostar mas Tambem preciso achar quem
desarrumou isso tudo sou apenas uma criança mas sou
esperta agora quando eu terminar de arrumar o
quanto [X] procurou ele [X] [X]ntura não vai
termina tão cedo espero que a mamãe goste do 
quanto arrumado e com novas cores deve ficar
lindo de rosa ou talvez vermelho a fico
ansiosa so de pensar ah!!! to doida pra ter-
mina mamãe tem que chegar logo estou
com fome irei brincar ebquabto espero ela chegar
do mercado hoje foi uma aventura e tamto
foi muito divertido teve tinta arrumar
o quarto e varias coisas legais vou contar
tudo para a mamãe de como o dia
foilagal",9096,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 4#Competência 4 - nível 3
276,"[T] a [x] a minha vida
Eu rarumo tudo Pote tudo no armario, varrio
cochau rarume minha cama rarume o banhero
e fui brica na rua e pule cando brinque amarelinha
e fui para casa minha mea feis comida e fui 
come, e fui dumi a code i rarume minha cama e,
fui escove meu dete fui para rua, e jogo futebol, e 
fui para casa fui peque o meu celula fiquei jogo
pare de joga o jogo fui para casa do amigo
e dumi es e fim.",9098,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 1
277,"[T] Pintura 
Maria julia Araujo Barros
[?][?][?][?]
era una vez eu e ai ninha aniga brincando
ai [x] Pintar [x] [x] ai agento 
foi Viajar ai agent[x] Passou nuito [x]
fora de casa ai quando eu cheguei Fui Pint
ai quando eu conesei apintar eu escutei um 
barulho estranho no lado di fura. ai
continuei a pintar ai eu durni ali eu
acordei ai Fui to nar café quan eu 
ai quando eu acabei de brincar Fui 
ternina de Pintar a parede ai eu terni
a parade eu escutei um barulho
estranho quando eu olhei um no [x]
aninal",9102,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 3#Competência 4 - nível 2
278,"[T] O meu sonho
[P] Era uma vez uma menina
que sonhava ser uma professora des de
pequena ate que um dia ela foi a escola
ai a professora perguntou oque ai a
professora todo mundo queria ser ela respondeu 
eu quero ser professora e o outro respondeu
a mas ser professora e ruim a
professora respondeu que nada e muito
bom você se diverte muito o menino
respondeu a mas e mas melho ser
bombeiro a professora respondeu mas 
todas as escolha são legais ai chegou
a hora deir para casa
[P] Só que no portão o menino dise
a mas eu tambem queria ser professor.",9106,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 3
279,"[T] As Lindas cores
[P] Numa tarde uma menina viu ao tintas no
Balcão, e pegou as tintas e foi Brincar e ela descoBriu
que as cores São maravilhosas. e se encantou com elas e,
então essas cores São lindas, ela falou e a mãe dela que ficou
encatado com o amor com as cores. Depois ela Brincou, Brincou
e ficou cansada, Nesse dia era domindo. Na Segunda a professora
falou Sobre a tinta. e ela amou mais ainda, e. o Para casa foi
Sobre as tintas e ela fez certo e ganhou um 10 no Para casa. ela contou
Pra mãe dela e ela ficou feliz de SaBer. De noit eles foram Pra
orla e então tomaram sorvete, e comeram Pizza, ela ficou feliz demais.
as cores e vida Para nosso mundo Sem cores ele não era Tão
Bonito. então. Voltaram Para Casa. Lá ela Brincou com as tintas e ficou
Tarde e ela foi gardar as tintas e foi durmir. de mãnha ela Brincou
novamente com as tintas e ela ficou Sem Parar de Brincar Todos
os dias com as tintas ela não Parava de Brincar com as Tintas",9108,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 5#Competência 4 - nível 4
280,"Ee [?] em mais coimo [?]
Pata animal Sodo atu [?] du cato
tetao mois coma [?] oa dito isoto",9112,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
281,"[S][S][S]Eu
[T]Ferias na picina [?]
[S]m da pelo nenos 7,00
[P]Então chegou as férias estou muinto feliz, Pois minha
mãe va Passar [?] algums d as na casa dos [X] tios
tia, mari e tio, Atonio. estou muinto feliz pois v ou ver minha
prima, julha: juju mais v ou cuidar e pegar minhas malas por que e
mas de 1 hora pra chegar lá em Saõ Paulo, vou viajar de avi ão!!
- vamos flhasja estamos atrasados flha - vamos mãe um, dois, três, qua
- filha chegamos - Ebaaaaaa!!! Prima como eu tava com Saudades
de vc - Eu Tambem vamos para picina - Sim v amos Trocar de Roupa
um, dois, Três e já [S]Bluf[S] - Socorro!! Socorro!! Socorro!! Tou me afogando
- filha, Prma!! toma essa bo a pra não Se afogar K K K K o que foi
era so uma brncadera mãe, pai, tio, tia fo eu e a juju que [S]
armou essa Brincadira ja era de note e a juju falou - t o com
fome, eu tambem - pera ai flha a comida já já esta pronta
Eba e Sopa e - e flha oba, oba, oba, eu amooo sopa
um tava una delicia Brigada tia - que nada - vamos assstir
na tetevisão - Sin claro. vamos Brincar juju - vamos
nao, não não, vá pra cama agora - aanão mãe agora
tacerto - Bora - Bora [S]Bumm[S] - prma eu to com medo do tro-
vão - e soum trovão - e por que la na minha cidade não
tinha muinto trovões [S]Bum[S] ai - pera prima vem cá. ate
amanha áte - B om di a!!!.",9113,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 3
282,"[T] o Time de FutEBOL
Era uma vez um Time certo dia marcou
um jogo com o Palmeiras na Terça Feira. 
Na Segunda Feira o Palmeiras já Estava
Se Preparando para o jogo contra, 
o Flamengo Falou que vão ganha o jogo
mais o Palmeiras não vai Deichar o.  
Flamengo [X] o jogo Por que o Palmeiras
Vence o Flamengo Por 3Ao",9114,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 2
283,"[T] O lunito sani
Gato foni mica a posi cotoda
Posene nio qifa a posi[?]
como a meca a [X] milalo
sonh a mica o coca o monomio
peca o cade afa peni mica a posi
na a nica posima muleca",9115,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
284,"[T] O coto
Eu encontrei em cima do armário alguns potes com
Tinta então, resolver pintar na parede do meu quarto
alguns animais Tempo depois, quando voltes na quarta,
não havia mais nenhuma pintura e as roupas da
gaveta estavam espalhadas pelo chão E ela foi na cozinha
pegar uma coca e encontro con as animais que estava
desenhado no e ela olhou para fora e viu cavalo vaca galinha
galo cachorros e a [?] foi caindo e ela se arrumando para
deitar e ela falou vou escovar",9120,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
285,"[T] A Artista
era uma vez uma familia muito feliz 
é educada um dia uma mulher ficou gravida 
e deu a luz nasceu uma menina [?] 
Maria ela nasceu no dia 13 de maio de 2001
a menina gostava de arte todos os dias
ela fazia um desenho a menina cresseu 
viagou pas são paulo, Rio de janeiro, amazonas, 
é Paris ela virou artista pro fissional recebeu 
altogra fos teve um bebê menino que gostava 
de jogar futebol fez o teste não passou no 
teste de futebol e sigil a vida jogol na 
base do santos e do palmeiras é passou 
no teste no palmeiras é como o palmeiras 
era seu time de coração ele gostol 
é sua mãe artis ta foi morar em são paulo 
mas o seu filho o filho foi para o proficional 
fez muito gol todos ficaram felizes 
com o garoto o nome do garoto era 
Antonio Klébe conceição Martins ele e 
sua mãe viveram felizes para sempre 
e fim",9124,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 3
286,"[P] tinha muita bagunça e agora irei caçar as pintura sera que e levei
para outro luga? Vamos procurar, nao esta embaixo da cama onde estar
jassei deve estar na cozinha acheiagora vou pegar as tinta.
agora vou [X] um passarinho e um lago.",9125,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 3#Competência 4 - nível 3
287,"[?] [?] [?] [?] tinta tiv e uma
idea [?] dezea mu quadra eu dezea e Ficou
dordo poque ue fei que eu dezei muitu im
darado poque ue tevi uma ideia qeu eu poderia
dezeia co u picêu maim nõa deu muintocêto
poque eu uzei mutatita para dezea uma casa
Coum uma av ore com um [x] i [x] Folo
maim á tinta escoreum no amdro [x] [x] i udeze
Fiau Feiu i uê Fiquei treti paim ia demari muinto
paraFav e u dezeo udezeom Ficou Feiu demaim
acoiri i ue Feque mutuFeli i maomematepo
Feque tirti i disi a mia mâo quê era uma cav a
couma av ori i um boluso maim eu uzei
muimta tinta ia tinta escoreu felo adro",9126,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
288,"[T] Pintar e [x]
[P] Mais aí eu organizei as roupas e pintei outra vez.
mai dessa vez eu pintei borboletas, aves, casa, árvores.
[x], animais, lagos, gramas, pessoas da minha familía
corações, sol, nuvem, fazendas sitios, a minha escola
plantações, bonecas, carrinhos, letras do meu nome 
desenhei também bolas, cadeirinhas de brinquedo
pintei tambem trenzinho de brinquedo, mesinhas de
 brinquedo, chapeu [x], bicicleta, mochila
a e nesse dia eu estava com minha mãe e pintei 
tambem o jardim da minha casa, pintei a mimnha
rua, pintei frutas tipo, acerola, mangas, cocos, bananas
melância, laranja, jaca, mamão, graviola, pintei tambem
bosques, campos",9127,Competência 1 - nível 4#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 3
289,"[T] A menina que estava feliz Com 
as suas pinturas e os seus animais
Era uma veis uma menina chamada ysadora
gue sou eu estava feliz com meu gato pintando no meu
guarto eu Amo animais eu pitei um cachorro e depois
um gatinho e eu era bem feliz até que um dia as pituras
sumiu e eu figuei desesperada alguem pegou as pituras
eu estava desesperado atras das pinturas até que eu
discubri guem pegou guem pegou foi a minha mãe
eu figuei desepicionada com ela so gue eu tive uma ideia
maravilhosa eu gueria vender as pinturas.",9129,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 3#Competência 4 - nível 3
290,"[T]um dia no campo da vovó
Era um dia tam lindo na casa da minha avó
toda cemana eu ia para a casa da minha vó de têrsa
ate dumingo minha avó falol para eu que tinha ensima do
guarda rolpa tinha algus [?] de tintas as coris erão tão
lindas eu deside pinta meu quarto fis varios animais. Varios
dias tinha-se pasado e eu voltei na casa da minha vovó e eu fui
para o meu quarto e eu vi que não tinha nada nas paredes eu
fiquei muito triste e eu pesebi que a gaveta tava desarrumada
as rolpas todas no chão um dia ela cansol e foi para noça casa
quando ela queria ajuda não tinha niguem para ajudala etan ela
tinha medo de fica sosinha porque meu avô tinha morrido
neste dia foi tam tristi. Etão minha vó tinha chegado ela
tinha fasido uma torta de mãça e nos encomendas uma
piza de quejo e calabresa tudo era tam gostoso",9131,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 5#Competência 4 - nível 4
291,"[?] tomar um Banho depois venha [?]
 o que aconteceu Bom quando eu sai do Banho minha mãe [?]
meu quarto e Perguntou o que e isso minha filha
no chão [?] assim eu achei [?]
encima do armario ai peguei para fazer umas pintura
na parede so que então esperei secar quando voltei no [?]
quarto não estava mais la mas fiquei com uma [?]",9132,Competência 1 - nível 2#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 2
292,"[T]A menina feliz na natureza
-ERA una vez una menina feliz o none dela se chanava
BELA ela gostava muito de natureza no certo dia ela
foi ate a floresta visitava os animais ela anava tomar
tomar banho de cachoeira !
A até que um dia um coelho coneçou a seguir ela achava
estranho ela tomando banho de cachoeira ele senpre ia
atras dela queria dizer algo a lea mais não conseguir fala
ela sempre por o coelho até que um dia
-ele deu un sinal e ela ela levou até en un
caninho diferente ai ela dize vocé ta mé levado a onde
coelho ele tava fazendo una supresa ela tava muito ansiosa
para ver o que era chegou o coelho abriu a porta
é dizer supresa Bela encheu de animais muitas arvores.
ela ficou tão feliz que até chorou de alegria até
o coelho chorou ai ela ficou tão feliz que pulou na
cachoeira ai lea agradeceu au o coelho e coneçou
[P]dizer a bela obrigada por me ajudar
[P]ele mexeu a cabeça e tanben a patinha
lees viveuro feliz e pra sempre
fim.",9134,Competência 1 - nível 4#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 4
293,"[T] um terrivel sonho
depois de ela ter pego os potes de tinta
e desen nhou al guns animais na parede e saiu
por que sua mae tinha chamado ela e quando ela
voutou não av ia mas nemum desenho na parede
e suas roupas estam no chao e ela ouv iu um
barulho e cuando ela Foi ver todos os des e nhos tinham
ganhado vida mais d ePois ela acor dou e percebeu que tudo
era un sonho",9139,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 3#Competência 4 - nível 3
294,"[T] um prima nava
Em uma final de semana, uma familia fizram uma
viagem á uma fazenda muita banita.
chegando la Naybla encontrou sua prima qua não
habia há um ano.
_Oi Iza, que saúdade,
_Ola prima, também estava com saudade
_Vamos brin? Aqui tem árvores bonitas
_Eba ! Vamos .
Então, elas sairam corêdo para . um lugar onde tinha
Nuitos a ávores, naylla e Iza faran no rio elas
viram uma ávore, que tinha maça [?]
_Vamo subir Iza? tem maça.
_Sim, vamos pegar as maça
Elas subiram e derepente [?] um passarinho
que [?] perto do Iza .
Derepente pareceu um gato então o pássoro foi embara
Elas descenran e levaram o gato para casa .",9140,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 4
295,"[T]Um [X] [X]
[P]Ese menino e [X] [X] ele amava estudar
mas um dia ele teve que er embora da
(cidade) [?] ele não queria, ir, embora,
[P]O ([?]) [X] Dese menino e Biel [X] escola os,
[X] Dele chamo  ele pra ir com eles jogar
Bola ele aceitava o pedido e hoje recuso o
Pedido os amigos Dele falou para e Porque
voce não quer o Biel respondeu [X] os [X]
Dele ja [X], voce tem motivo para não joga
Bola o Biel sesponde assim ja falei que [X] quero
os amigo Del sesponde [X]",9142,Competência 1 - nível 2#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 2
